card_id,name,card_type,is_pokemon,is_item,is_supporter,is_stadium,is_tool,is_basic_energy,is_special_energy,hp,retreat_cost,energy_type_id,weakness_id,resistance_id,is_basic,is_stage1,is_stage2,evolves_from_id,is_ex,is_mega_ex,is_tera,is_ace_spec,prizes_on_ko,type_Colorless,type_Grass,type_Fire,type_Water,type_Lightning,type_Psychic,type_Fighting,type_Darkness,type_Metal,type_Dragon,n_attacks,max_damage,min_attack_cost,has_variable_attack
284,Larvitar,0,true,false,false,false,false,false,false,70,1,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,20,2,false
285,Pupitar,0,true,false,false,false,false,false,false,90,1,6,1,-1,false,true,false,284,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,60,2,false
286,Rockruff,0,true,false,false,false,false,false,false,70,1,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,20,1,false
287,Lycanroc,0,true,false,false,false,false,false,false,120,2,6,1,-1,false,true,false,286,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,40,3,true
288,Hop’s Silicobra,0,true,false,false,false,false,false,false,80,2,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,20,1,false
289,Hop’s Sandaconda,0,true,false,false,false,false,false,false,140,3,6,1,-1,false,true,false,288,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,140,2,false
290,Tyranitar,0,true,false,false,false,false,false,false,190,3,7,1,-1,false,false,true,285,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,1,150,2,false
291,N’s Purrloin,0,true,false,false,false,false,false,false,70,1,7,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,1,30,2,false
292,N’s Zorua,0,true,false,false,false,false,false,false,70,1,7,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,1,20,1,false
293,N’s Zoroark ex,0,true,false,false,false,false,false,false,280,2,7,1,-1,false,true,false,292,true,false,false,false,2,false,false,false,false,false,false,false,true,false,false,1,0,2,false
294,N’s Klink,0,true,false,false,false,false,false,false,60,1,8,2,1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,1,0,1,true
295,N’s Klang,0,true,false,false,false,false,false,false,90,3,8,2,1,false,true,false,294,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,2,40,1,false
296,N’s Klinklang,0,true,false,false,false,false,false,false,160,3,8,2,1,false,false,true,295,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,2,50,1,true
297,Magearna,0,true,false,false,false,false,false,false,90,1,8,2,1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,1,20,1,false
298,Hop’s Corviknight,0,true,false,false,false,false,false,false,170,2,8,4,6,false,false,true,308,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,2,150,1,false
299,Hop’s Zacian ex,0,true,false,false,false,false,false,false,230,2,8,2,1,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,false,false,false,true,false,2,240,1,false
300,Bagon,0,true,false,false,false,false,false,false,70,2,9,-1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,false,true,2,50,1,false
301,Shelgon,0,true,false,false,false,false,false,false,100,2,9,-1,-1,false,true,false,300,false,false,false,false,1,false,false,false,false,false,false,false,false,false,true,2,80,2,false
302,Salamence ex,0,true,false,false,false,false,false,false,320,2,9,-1,-1,false,false,true,301,true,false,false,false,2,false,false,false,false,false,false,false,false,false,true,2,300,3,false
303,N’s Reshiram,0,true,false,false,false,false,false,false,130,2,9,-1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,false,true,2,170,2,true
304,Hop’s Snorlax,0,true,false,false,false,false,false,false,150,4,0,6,-1,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,140,3,false
305,Dunsparce,0,true,false,false,false,false,false,false,70,1,0,6,-1,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,2,20,1,false
306,Dudunsparce ex,0,true,false,false,false,false,false,false,270,3,0,6,-1,false,true,false,305,true,false,false,false,2,true,false,false,false,false,false,false,false,false,false,2,150,1,true
307,Hop’s Rookidee,0,true,false,false,false,false,false,false,60,1,0,4,6,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,2,20,1,false
308,Hop’s Corvisquire,0,true,false,false,false,false,false,false,90,1,0,4,6,false,true,false,307,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,2,80,1,false
309,Hop’s Wooloo,0,true,false,false,false,false,false,false,70,1,0,6,-1,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,50,3,false
310,Hop’s Dubwool,0,true,false,false,false,false,false,false,120,2,0,6,-1,false,true,false,309,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,80,3,false
311,Hop’s Cramorant,0,true,false,false,false,false,false,false,110,1,0,4,6,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,120,1,false
312,Sandy Shocks,0,true,false,false,false,false,false,false,120,2,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,60,1,false
313,Miraidon ex,0,true,false,false,false,false,false,false,220,1,9,-1,-1,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,false,false,false,false,true,2,220,2,false
314,Marill,0,true,false,false,false,false,false,false,70,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,10,1,false
315,Azumarill,0,true,false,false,false,false,false,false,120,2,5,8,-1,false,true,false,961,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,230,4,false
316,Sylveon ex,0,true,false,false,false,false,false,false,270,2,5,8,-1,false,true,false,317,true,false,true,false,2,false,false,false,false,false,true,false,false,false,false,2,160,3,false
317,Eevee,0,true,false,false,false,false,false,false,50,1,0,6,-1,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,30,2,false
318,Ho-Oh,0,true,false,false,false,false,false,false,130,2,2,4,6,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,100,2,false
319,Charcadet,0,true,false,false,false,false,false,false,70,1,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,20,1,false
320,Ceruledge ex,0,true,false,false,false,false,false,false,270,2,2,3,-1,false,true,false,796,true,false,true,false,2,false,false,true,false,false,false,false,false,false,false,2,280,1,true
321,Petilil,0,true,false,false,false,false,false,false,50,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,30,2,false
322,Lilligant,0,true,false,false,false,false,false,false,110,2,1,2,-1,false,true,false,484,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,60,3,false
323,Nymble,0,true,false,false,false,false,false,false,50,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,20,1,false
324,Torchic,0,true,false,false,false,false,false,false,60,1,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,30,2,false
325,Combusken,0,true,false,false,false,false,false,false,90,2,2,3,-1,false,true,false,410,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,50,2,false
326,Blaziken ex,0,true,false,false,false,false,false,false,320,2,2,3,-1,false,false,true,411,true,false,false,false,2,false,false,true,false,false,false,false,false,false,false,1,200,2,false
327,Slowpoke,0,true,false,false,false,false,false,false,70,2,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,30,1,false
328,Pikachu ex,0,true,false,false,false,false,false,false,190,1,4,6,-1,true,false,false,-1,true,false,false,false,2,false,false,false,false,true,false,false,false,false,false,2,220,1,false
329,Tapu Koko ex,0,true,false,false,false,false,false,false,200,0,4,6,-1,true,false,false,-1,true,false,false,false,2,false,false,false,false,true,false,false,false,false,false,1,60,2,true
330,Sylveon,0,true,false,false,false,false,false,false,120,1,5,8,-1,false,true,false,317,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,100,3,false
331,XerneasEX,0,true,false,false,false,false,false,false,210,1,5,8,-1,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,true,false,false,false,false,2,120,2,false
332,Dhelmise,0,true,false,false,false,false,false,false,130,3,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,130,3,false
333,Riolu,0,true,false,false,false,false,false,false,70,1,6,5,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,10,1,false
334,Sneasel,0,true,false,false,false,false,false,false,60,0,7,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,1,20,1,false
335,Bronzor,0,true,false,false,false,false,false,false,70,1,8,2,1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,false,true,false,1,20,2,false
336,Zacian ex,0,true,false,false,false,false,false,false,220,2,8,2,1,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,false,false,false,true,false,2,210,1,false
337,LugiaEX,0,true,false,false,false,false,false,false,220,2,0,4,6,true,false,false,-1,true,false,false,false,2,true,false,false,false,false,false,false,false,false,false,1,140,3,true
338,Ethan's Pinsir,0,true,false,false,false,false,false,false,120,2,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,70,1,false
339,Yanma,0,true,false,false,false,false,false,false,70,1,1,4,6,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,30,1,false
340,Yanmega ex,0,true,false,false,false,false,false,false,280,1,1,4,6,false,true,false,339,true,false,false,false,2,false,true,false,false,false,false,false,false,false,false,1,210,4,false
341,Cynthia's Roselia,0,true,false,false,false,false,false,false,70,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,20,1,false
342,Cynthia's Roserade,0,true,false,false,false,false,false,false,130,1,1,2,-1,false,true,false,341,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,80,3,false
343,Shaymin,0,true,false,false,false,false,false,false,80,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,30,2,false
344,Dwebble,0,true,false,false,false,false,false,false,70,2,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,0,1,false
345,Crustle,0,true,false,false,false,false,false,false,150,3,1,2,-1,false,true,false,532,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,120,3,false
346,Applin,0,true,false,false,false,false,false,false,40,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,10,1,false
347,Dipplin,0,true,false,false,false,false,false,false,90,3,1,2,-1,false,true,false,346,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,50,1,false
348,Hydrapple,0,true,false,false,false,false,false,false,170,3,1,2,-1,false,false,true,921,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,140,1,false
349,Teal Mask Ogerpon,0,true,false,false,false,false,false,false,110,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,120,1,false
350,Ponyta,0,true,false,false,false,false,false,false,70,1,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,0,1,true
351,Rapidash,0,true,false,false,false,false,false,false,110,1,2,3,-1,false,true,false,350,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,60,2,false
352,Ethan's Cyndaquil,0,true,false,false,false,false,false,false,70,1,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,30,1,false
353,Ethan's Quilava,0,true,false,false,false,false,false,false,100,1,2,3,-1,false,true,false,352,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,40,1,false
354,Ethan's Typhlosion,0,true,false,false,false,false,false,false,170,2,2,3,-1,false,false,true,353,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,160,1,true
355,Ethan's Slugma,0,true,false,false,false,false,false,false,80,2,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,20,1,false
356,Ethan's Magcargo,0,true,false,false,false,false,false,false,130,3,2,3,-1,false,true,false,355,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,0,3,true
357,Ethan's Ho-Oh ex,0,true,false,false,false,false,false,false,230,2,2,3,-1,true,false,false,-1,true,false,false,false,2,false,false,true,false,false,false,false,false,false,false,1,160,4,false
358,Hearthflame Mask Ogerpon,0,true,false,false,false,false,false,false,110,1,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,80,1,false
359,Misty's Psyduck,0,true,false,false,false,false,false,false,70,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,30,1,false
360,Misty's Staryu,0,true,false,false,false,false,false,false,70,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,20,1,false
361,Misty's Starmie,0,true,false,false,false,false,false,false,100,1,3,4,-1,false,true,false,360,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,60,1,false
362,Misty's Magikarp,0,true,false,false,false,false,false,false,30,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,10,1,false
363,Misty's Gyarados,0,true,false,false,false,false,false,false,180,4,3,4,-1,false,true,false,362,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,120,1,true
364,Misty's Lapras,0,true,false,false,false,false,false,false,110,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,60,1,false
365,Cynthia's Feebas,0,true,false,false,false,false,false,false,30,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,10,1,false
366,Cynthia's Milotic,0,true,false,false,false,false,false,false,130,2,3,4,-1,false,true,false,365,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,60,2,false
367,Buizel,0,true,false,false,false,false,false,false,70,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,30,1,false
368,Floatzel,0,true,false,false,false,false,false,false,120,1,3,4,-1,false,true,false,367,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,140,2,false
369,Dondozo ex,0,true,false,false,false,false,false,false,260,4,3,4,-1,true,false,false,-1,true,false,false,false,2,false,false,false,true,false,false,false,false,false,false,2,120,2,true
370,Wellspring Mask Ogerpon,0,true,false,false,false,false,false,false,110,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,100,1,false
371,Electabuzz,0,true,false,false,false,false,false,false,90,2,4,6,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,1,50,2,false
372,Electivire ex,0,true,false,false,false,false,false,false,280,4,4,6,-1,false,true,false,371,true,false,false,false,2,false,false,false,false,true,false,false,false,false,false,2,180,2,false
373,Ethan's Pichu,0,true,false,false,false,false,false,false,30,0,4,6,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,1,30,0,false
374,Electrike,0,true,false,false,false,false,false,false,60,1,4,6,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,2,30,1,false
375,Manectric,0,true,false,false,false,false,false,false,120,1,4,6,-1,false,true,false,736,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,2,120,1,false
376,Rotom,0,true,false,false,false,false,false,false,60,1,4,6,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,2,20,1,true
377,Zeraora,0,true,false,false,false,false,false,false,100,1,4,6,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,2,20,1,false
378,Ethan's Sudowoodo,0,true,false,false,false,false,false,false,110,1,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,20,1,false
379,Cynthia's Gible,0,true,false,false,false,false,false,false,70,1,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,20,1,false
380,Cynthia's Gabite,0,true,false,false,false,false,false,false,100,1,6,1,-1,false,true,false,379,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,40,1,false
381,Cynthia's Garchomp ex,0,true,false,false,false,false,false,false,330,0,6,1,-1,false,false,true,380,true,false,false,false,2,false,false,false,false,false,false,true,false,false,false,2,260,1,false
382,Mudbray,0,true,false,false,false,false,false,false,90,3,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,0,2,true
383,Mudsdale,0,true,false,false,false,false,false,false,150,3,6,1,-1,false,true,false,382,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,130,3,false
384,Arven's Toedscool,0,true,false,false,false,false,false,false,70,1,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,30,1,false
385,Arven's Toedscruel,0,true,false,false,false,false,false,false,140,2,6,1,-1,false,true,false,384,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,120,1,false
386,Cornerstone Mask Ogerpon,0,true,false,false,false,false,false,false,110,1,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,100,1,false
387,Cynthia's Spiritomb,0,true,false,false,false,false,false,false,70,1,7,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,1,0,1,true
388,Arven's Maschiff,0,true,false,false,false,false,false,false,70,2,7,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,false,true,false,false,2,50,1,false
389,Arven's Mabosstiff ex,0,true,false,false,false,false,false,false,270,3,7,1,-1,false,true,false,388,true,false,false,false,2,false,false,false,false,false,false,false,true,false,false,2,210,1,false
390,Tauros,0,true,false,false,false,false,false,false,130,2,0,6,-1,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,2,50,1,false
391,Arven's Skwovet,0,true,false,false,false,false,false,false,60,1,0,6,-1,true,false,false,-1,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,10,1,false
392,Arven's Greedent,0,true,false,false,false,false,false,false,120,2,0,6,-1,false,true,false,391,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,1,50,2,false
393,Pineco,0,true,false,false,false,false,false,false,70,2,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,10,1,false
394,Shroomish,0,true,false,false,false,false,false,false,60,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,30,2,false
395,Breloom,0,true,false,false,false,false,false,false,120,2,1,2,-1,false,true,false,394,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,90,2,true
396,Mow Rotom,0,true,false,false,false,false,false,false,70,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,20,1,true
397,Fomantis,0,true,false,false,false,false,false,false,60,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,20,1,false
398,Lurantis,0,true,false,false,false,false,false,false,120,1,1,2,-1,false,true,false,397,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,130,1,false
399,Team Rocket's Blipbug,0,true,false,false,false,false,false,false,60,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,0,1,false
400,Team Rocket's Tarountula,0,true,false,false,false,false,false,false,50,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,30,1,false
401,Team Rocket's Spidops,0,true,false,false,false,false,false,false,130,2,1,2,-1,false,true,false,400,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,0,2,true
402,Smoliv,0,true,false,false,false,false,false,false,60,1,1,2,-1,true,false,false,-1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,1,10,1,false
403,Dolliv,0,true,false,false,false,false,false,false,90,1,1,2,-1,false,true,false,402,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,2,40,1,false
404,Arboliva ex,0,true,false,false,false,false,false,false,310,2,1,2,-1,false,false,true,403,true,false,false,false,2,false,true,false,false,false,false,false,false,false,false,2,160,1,true
405,Growlithe,0,true,false,false,false,false,false,false,80,2,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,20,1,false
406,Arcanine,0,true,false,false,false,false,false,false,140,3,2,3,-1,false,true,false,405,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,100,2,false
407,Team Rocket's Moltres ex,0,true,false,false,false,false,false,false,220,2,2,4,6,true,false,false,-1,true,false,false,false,2,false,false,true,false,false,false,false,false,false,false,2,110,3,false
408,Team Rocket's Houndour,0,true,false,false,false,false,false,false,70,1,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,1,20,1,false
409,Team Rocket's Houndoom,0,true,false,false,false,false,false,false,130,2,2,3,-1,false,true,false,408,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,120,1,false
410,Torchic,0,true,false,false,false,false,false,false,70,1,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,10,1,false
411,Combusken,0,true,false,false,false,false,false,false,100,2,2,3,-1,false,true,false,410,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,20,1,true
412,Blaziken,0,true,false,false,false,false,false,false,170,2,2,3,-1,false,false,true,411,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,120,2,false
413,Heat Rotom,0,true,false,false,false,false,false,false,80,2,2,3,-1,true,false,false,-1,false,false,false,false,1,false,false,true,false,false,false,false,false,false,false,2,0,1,true
414,Team Rocket's Articuno,0,true,false,false,false,false,false,false,120,1,3,4,6,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,60,3,false
415,Clamperl,0,true,false,false,false,false,false,false,60,2,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,10,1,false
416,Huntail,0,true,false,false,false,false,false,false,110,1,3,4,-1,false,true,false,415,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,80,3,false
417,Gorebyss,0,true,false,false,false,false,false,false,90,1,3,4,-1,false,true,false,415,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,0,1,true
418,Snover,0,true,false,false,false,false,false,false,90,3,3,8,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,50,2,false
419,Abomasnow,0,true,false,false,false,false,false,false,150,4,3,8,-1,false,true,false,722,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,120,3,false
420,Wash Rotom,0,true,false,false,false,false,false,false,80,2,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,20,1,true
421,Arrokuda,0,true,false,false,false,false,false,false,70,1,3,4,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,1,30,1,false
422,Barraskewda,0,true,false,false,false,false,false,false,130,1,3,4,-1,false,true,false,421,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,60,1,false
423,Cetoddle,0,true,false,false,false,false,false,false,100,3,3,8,-1,true,false,false,-1,false,false,false,false,1,false,false,false,true,false,false,false,false,false,false,2,80,2,false
424,Cetitan ex,0,true,false,false,false,false,false,false,300,4,3,8,-1,false,true,false,423,true,false,false,false,2,false,false,false,true,false,false,false,false,false,false,1,140,4,false
425,Team Rocket's Zapdos,0,true,false,false,false,false,false,false,120,1,4,4,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,2,60,2,false
426,Team Rocket's Mareep,0,true,false,false,false,false,false,false,60,1,4,6,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,2,10,1,false
427,Team Rocket's Flaaffy,0,true,false,false,false,false,false,false,90,2,4,6,-1,false,true,false,426,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,1,50,2,false
428,Team Rocket's Ampharos,0,true,false,false,false,false,false,false,140,2,4,6,-1,false,false,true,427,false,false,false,false,1,false,false,false,false,true,false,false,false,false,false,1,140,3,false
429,Team Rocket's Drowzee,0,true,false,false,false,false,false,false,80,2,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,10,1,false
430,Team Rocket's Hypno,0,true,false,false,false,false,false,false,130,2,5,7,6,false,true,false,429,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,40,1,true
431,Team Rocket's Mewtwo ex,0,true,false,false,false,false,false,false,280,3,5,7,6,true,false,false,-1,true,false,false,false,2,false,false,false,false,false,true,false,false,false,false,1,160,3,true
432,Team Rocket's Wobbuffet,0,true,false,false,false,false,false,false,110,2,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,70,2,false
433,Team Rocket's Chingling,0,true,false,false,false,false,false,false,30,0,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,0,0,false
434,Team Rocket's Mimikyu,0,true,false,false,false,false,false,false,60,0,5,7,6,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,0,2,false
435,Team Rocket's Dottler,0,true,false,false,false,false,false,false,80,2,5,7,6,false,true,false,399,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,2,30,1,false
436,Team Rocket's Orbeetle,0,true,false,false,false,false,false,false,130,2,5,7,6,false,false,true,435,false,false,false,false,1,false,false,false,false,false,true,false,false,false,false,1,40,3,true
437,Mankey,0,true,false,false,false,false,false,false,70,1,6,5,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,30,1,false
438,Primeape,0,true,false,false,false,false,false,false,110,2,6,5,-1,false,true,false,437,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,0,1,false
439,Annihilape,0,true,false,false,false,false,false,false,150,2,6,5,-1,false,false,true,438,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,160,2,false
440,Team Rocket's Larvitar,0,true,false,false,false,false,false,false,70,1,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,10,1,false
441,Team Rocket's Pupitar,0,true,false,false,false,false,false,false,100,2,6,1,-1,false,true,false,440,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,30,1,false
442,Team Rocket's Tyranitar,0,true,false,false,false,false,false,false,180,3,6,1,-1,false,false,true,441,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,180,4,false
443,Nosepass,0,true,false,false,false,false,false,false,80,3,6,1,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,40,1,false
444,Probopass,0,true,false,false,false,false,false,false,140,3,6,1,-1,false,true,false,1046,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,2,70,1,false
445,Meditite,0,true,false,false,false,false,false,false,70,1,6,5,-1,true,false,false,-1,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,10,1,false
446,Medicham,0,true,false,false,false,false,false,false,120,1,6,5,-1,false,true,false,883,false,false,false,false,1,false,false,false,false,false,false,true,false,false,false,1,50,1,false
